0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,0,21,21,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,0,0,0,0,21,21,21,21,21,0,21,0,21,21,0,21,0,0,71,0,0,0,0,21,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,21,21,0,0,0,0,0,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,21,21,0,0,0,51,0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,21,21,21,21,21,0,0,0,21,0,71,0,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,21,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,0,0,0,0,0,21,21,0,0,71,0,71,0,0,0,71,0,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,21,21,21,21,21,0,0,71,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,0,0,0,71,71,0,0,21,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,21,0,0,21,0,0,0,21,0,0,0,0,0,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,51,0,0,0,92,0,0,0,0,91,0,0,0,0,21,21,0,0,0,0,91,0,0,0,0,92,0,0,0,0,71,71,0,0,0,0,0,21,0,71,0,21,21,0,0,0,21,71,0,71,0,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,21,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,21,0,0,0,0,0,21,21,0,0,71,0,71,0,0,0,71,0,71,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,21,21,0,0,0,0,71,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,0,0,21,0,0,0,71,71,0,0,21,21,21,21,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,21,0,0,0,21,0,0,21,21,21,21,0,0,21,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,71,0,0,0,21,21,0,0,0,21,71,0,71,0,0,71,71,0,0,71,71,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,71,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,91,0,0,0,0,71,71,0,0,0,0,0,0,21,0,0,0,0,0,21,21,0,0,71,0,71,0,0,0,71,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,71,0,0,0,0,71,0,0,0,0,0,0,0,0,21,21,21,21,21,21,0,0,21,21,0,0,0,0,0,0,71,0,21,21,21,0,0,0,0,0,91,0,0,0,0,21,21,0,0,21,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,91,0,51,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,72,0,0,0,21,21,0,0,0,71,71,0,71,0,0,0,71,0,0,71,71,0,0,0,72,0,0,71,0,0,71,0,0,71,0,0,0,0,0,21,21,0,71,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,92,0,0,0,0,0,21,21,0,0,71,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,71,0,0,92,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,92,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,53,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,21,21,5,5,5,5,5,5,5,5,5,5,5,0,0,0,72,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,71,0,0,71,0,0,0,72,0,0,0,71,0,0,0,0,0,0,0,0,0,71,0,0,72,0,0,0,0,0,21,21,0,71,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,72,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,72,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,6,5,5,5,5,5,0,0,52,0,0,0,0,0,54,21,21,0,54,0,0,0,0,0,52,0,0,0,52,0,0,0,0,0,54,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,6,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,54,0,0,21,21,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,85,86,0,0,0
0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,6,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,21,21,0,0,0,0,0,0,5,0,0,0,6,8,8,0,0,0,0,0,0,5,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,51,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,87,88,0,0,0
